Scopus-85-Analyze-Subject

"Your query : ((TITLE-ABS-KEY(""information assurance"") OR TITLE-ABS-KEY(""information security"") OR TITLE-ABS-KEY(c*bersecurity)))"


Number of results : 85

"SUBJECT AREA",
"Engineering","49"
"Computer Science","30"
"Social Sciences","19"
"Mathematics","6"
"Medicine","3"
"Business, Management and Accounting","2"
"Environmental Science","1"
"Materials Science","1"
"Physics and Astronomy","1"
"Undefined","2"
