Scopus-12-Analyze-Subject

"Your query : ((TITLE-ABS-KEY(""information assurance"") OR TITLE-ABS-KEY(""information security"") OR TITLE-ABS-KEY(c*bersecurity)))"


Number of results : 12

"SUBJECT AREA",
"Computer Science","6"
"Engineering","4"
"Chemical Engineering","1"
"Chemistry","1"
"Mathematics","1"
"Medicine","1"
