x,y,Topic,Length
6.5355606,-2.317844,10,779
9.778064,5.249879,53,1508
5.133021,9.976946,6,719
5.084906,2.2277951,0,776
6.451392,-2.2858648,10,1109
0.87046045,7.155322,4,1252
6.354859,-2.4297204,10,1382
3.251643,-1.2850374,0,1190
0.35906026,1.6065739,15,1980
-0.40755054,9.808984,27,1404
8.973667,3.2728496,60,1216
1.8050789,-1.2846338,0,1289
0.54208755,2.9649365,2,1469
2.982367,-0.7214632,0,943
-0.4318118,0.6949765,22,882
2.781566,-0.75524235,0,935
-0.5261626,8.133348,35,1124
2.6266375,-0.43088168,0,1028
1.5135032,3.2155359,2,1388
3.27061,-1.2332772,0,678
4.906202,2.2107847,0,1229
0.78123146,2.821715,2,1028
2.0703394,4.3659263,10,1195
4.204024,-1.0903044,0,905
-3.3468502,-2.9722574,9,1436
2.354788,-0.6418708,0,2009
2.5627942,-0.8821197,0,718
9.919277,6.084445,3,290
4.0721993,3.457496,23,754
3.1967502,-1.3596855,0,1372
8.388111,1.4174783,11,1052
-1.7894316,9.262267,19,1119
3.1531885,-0.4060748,0,1386
6.4727473,-2.3014205,10,1461
5.319649,5.383973,26,1230
8.316778,4.2385325,8,1003
2.4879262,6.9323287,4,977
2.9735951,2.379897,2,687
-0.049082965,5.047513,18,1299
0.42348933,1.1381888,15,669
7.434044,2.86994,41,956
1.788793,-1.2790285,0,846
9.608172,5.861224,3,634
5.587521,6.532263,21,1022
3.8927639,3.049156,23,772
8.58204,4.382126,8,987
4.2026567,-2.7572978,0,594
2.259582,5.167167,14,1125
3.8120928,0.043471448,0,659
9.349916,5.81254,3,1785
-0.13594587,2.6022556,2,1403
2.4883373,4.883174,14,649
9.914965,6.375835,3,495
0.49260867,1.1472337,15,1145
5.4036307,-1.7772894,0,1005
1.3527116,7.3291445,4,870
0.95020723,9.002024,43,1459
9.607663,-0.8281114,33,1432
4.772102,9.680799,6,387
0.9330377,8.840591,43,1401
3.7796364,0.063209124,0,1062
8.411793,4.486713,8,2121
7.491903,0.8551208,48,1328
6.232823,-1.2272815,20,885
3.7523715,-0.7291671,0,1735
9.973686,6.176492,3,603
1.9479792,-1.1917481,0,1440
0.40689936,1.1351519,15,1017
5.423555,9.64218,6,1587
9.18395,6.5004234,3,908
2.4945872,4.8992686,14,877
8.239805,4.113127,8,1255
0.7396278,2.8148887,2,1527
7.2555857,4.131955,1,852
2.0227752,3.619408,24,1171
5.1275024,9.537646,6,1355
9.398016,5.9228835,3,660
2.6972528,4.697381,14,1102
0.026245125,2.7982984,2,1305
6.072174,3.264485,1,1093
1.9445459,8.548249,28,1379
0.7561511,6.73748,4,1199
-0.3485761,4.6002727,18,1232
-1.2648417,-2.391,0,787
9.429158,-1.0729388,33,1427
-0.6735409,2.5431314,2,1095
9.538214,6.85887,3,1058
-2.783293,-2.6192589,9,1168
1.7813913,-1.2891023,0,1637
-0.061928798,0.06031008,22,1346
-2.5838022,-2.817914,9,1227
9.114647,6.267327,3,1250
2.623251,0.08241924,0,1036
1.8092911,8.389266,28,865
-1.5232997,9.482115,19,719
1.6220082,7.4251194,4,680
6.1450553,3.6443312,1,1115
6.330108,-1.3121406,20,1347
6.095604,-0.96659595,20,896
2.4432786,4.926578,39,325
3.9245377,3.5759935,23,955
1.2458341,6.863096,4,1371
2.9923835,-1.1188074,0,1116
0.9458239,8.90055,43,866
1.3711971,6.940187,4,825
1.6100284,7.4184976,4,1346
5.5731397,9.578254,6,1956
9.253282,0.82707274,32,644
-2.7444136,-3.6035266,9,798
5.2982903,5.5687327,26,704
9.558934,-0.88981134,33,952
2.534943,4.8402057,14,1118
9.628346,-0.8880893,33,3896
2.4795215,7.7079215,61,950
3.518231,-2.4148674,0,1408
9.500989,6.166737,3,1842
7.259738,4.1251435,1,2909
0.9358071,8.925667,43,525
4.1181607,4.146941,55,957
5.002155,2.9618328,17,1465
3.1299245,-1.2493441,0,695
8.362952,1.6962839,11,1515
2.5925064,0.00028150072,0,797
6.5994554,4.4261155,1,1351
6.634004,4.4949102,1,1808
1.287676,7.246221,4,795
-1.6905779,9.374274,19,853
4.95885,-1.976764,14,1112
5.927223,3.988904,1,920
-0.54027534,8.046698,35,865
5.53168,4.9101505,2,716
1.0196571,7.033052,4,1561
0.7366778,6.663633,4,1128
4.0687675,-0.33691272,0,1348
0.8877785,7.1459002,4,690
4.144996,0.041160926,0,614
0.51358813,6.116245,4,1256
6.614374,4.4490504,1,913
4.376154,9.358406,6,1153
4.703433,3.0164628,2,1282
5.056342,2.9245636,17,289
2.672009,-1.1382992,0,1321
6.337531,-2.4211805,10,882
9.454674,-2.6369798,16,995
9.025798,4.168959,8,970
1.3204151,6.81528,4,1600
9.479971,-2.5474694,16,1224
9.006195,3.4779007,60,1296
2.9564784,2.382108,2,992
0.93778974,8.9441,43,659
-2.4741468,-3.3795834,9,874
0.7896444,2.7629056,2,617
4.225345,0.0957728,0,2212
5.591085,0.6112263,29,1106
0.040980726,9.167915,16,444
5.915496,4.08374,1,1929
0.9422064,8.913131,43,1175
8.775366,4.4139442,8,795
5.762693,1.4076408,31,1385
4.908009,1.2484117,29,1146
4.038204,2.59336,17,750
2.7124107,2.899878,2,4324
2.232061,-0.6167919,0,857
5.152901,2.5700066,17,494
-2.5024056,-3.3572786,9,1115
0.5720221,6.319516,4,1143
6.583533,4.4824677,1,1252
7.437465,8.495311,57,1223
9.2607155,4.1402974,8,1315
4.5977106,4.9337177,38,395
9.494846,-2.5860136,16,664
8.830424,4.3737793,8,1756
0.28784806,-2.5066233,13,1501
-0.047899768,1.5639749,15,1504
6.8194375,6.0860734,46,1117
-0.6989678,3.5198014,10,1372
0.99390256,8.890997,43,1158
5.808457,6.9669433,21,2058
4.1345654,0.2377748,0,628
2.3390763,5.012841,14,1522
3.2189155,7.2517743,42,743
9.238304,3.9909854,8,990
3.418432,-0.65644795,0,545
7.0327673,3.6401086,1,1461
2.9663243,4.036993,39,1209
-0.67162925,3.6270885,10,1532
0.49574536,-2.9114702,13,942
5.973075,4.2649617,1,1145
5.3536654,5.7850485,26,780
4.24208,0.09295452,0,2215
8.807312,4.370528,8,995
4.119716,0.033057105,0,1378
8.389613,4.225768,8,1106
0.507066,1.1134834,15,1175
4.1778326,0.1267652,0,709
1.5673375,2.7026973,2,1259
-0.10140237,1.3159503,15,841
3.7293885,4.8879504,59,1241
-0.07688612,8.488088,16,1022
8.675459,1.5484444,11,1073
9.509736,-2.5538776,16,1150
2.8088238,4.0024724,39,1045
3.7342782,-0.7347593,0,1482
4.8400307,-0.4373937,31,1269
2.3930073,-0.987795,0,1419
0.90260094,8.930077,43,723
-0.8534773,5.061013,13,1227
9.645041,1.5334628,6,2562
3.216044,4.733786,1,894
3.8267763,-0.2029537,0,1658
8.47991,4.469001,8,1803
5.2547836,2.594162,17,1001
0.28808278,8.362652,16,1877
5.247901,2.6202404,17,1333
5.6261053,0.60650176,29,1367
0.6501906,6.0677214,4,973
4.2103114,0.20114453,0,1270
5.230391,9.540569,6,703
-2.4118736,-3.0118203,9,1240
3.972922,-0.36948317,0,777
2.541887,-1.1260344,0,1839
6.4213743,2.4497132,1,998
1.3930511,6.840318,4,1175
-0.06621335,8.3668165,16,1296
8.556008,1.6574928,11,1096
5.8638396,3.973489,1,1004
4.699679,3.5697558,17,1119
1.8233141,8.487911,28,1534
7.4382463,2.8451073,41,1171
2.9596782,-0.58361715,0,1203
-0.62902623,1.090328,20,336
1.9553224,2.809867,2,1806
0.62504256,2.3635192,22,578
2.3449137,4.9414015,14,1075
9.893647,6.039919,3,909
0.6876493,2.7054443,2,1529
5.45981,6.573539,21,1343
8.469749,1.3547069,11,669
3.9552095,2.9650898,23,900
4.325687,-0.054649446,0,766
9.109519,4.1460395,8,1525
-1.6765331,9.327994,19,1010
6.7816,4.0554576,1,1220
2.692678,-0.34406695,0,860
-2.5565104,-2.866622,9,1120
0.7969359,6.707821,4,1139
9.286787,5.8234067,3,625
-0.2226338,9.303357,0,742
5.3169656,9.473156,6,1513
4.037808,-0.2984122,0,1068
0.43467754,6.387863,4,1088
0.4228838,-2.3080297,13,930
8.584602,2.1285212,11,597
6.252254,2.7298853,1,1402
7.5700974,0.9890831,50,270
-2.7769141,-2.9799402,9,661
1.6019026,8.380472,28,824
2.511856,-0.8540732,0,896
4.0449433,-0.2856849,0,1228
7.2941318,3.033972,41,1139
9.06533,6.62923,3,1440
4.2184935,-1.045761,9,1559
3.016948,-1.2162004,0,1507
2.3163042,-0.61169934,0,1226
4.299891,2.5895543,2,754
3.9191544,3.587038,23,746
1.1844612,5.9695277,44,1026
4.0132785,-0.24604702,17,1295
2.160763,3.4746192,2,915
1.0761827,6.7004385,4,1474
-0.40828398,7.924322,35,1286
1.2129278,5.7018037,44,1645
1.8641653,2.936127,2,783
1.6113485,6.40519,4,1220
4.1023946,0.16947564,0,1067
-0.46754184,7.9849052,35,1646
-2.4926646,-3.384798,9,1105
9.515504,-2.6372378,16,859
-1.7555212,9.101185,19,1524
2.279421,5.0292854,14,1055
0.1828754,-2.2366767,13,1160
7.0710216,-4.5782986,5,882
5.9697294,-0.6430298,20,1813
5.1762605,2.6532688,17,984
4.266746,0.49761152,0,604
4.610945,9.435839,6,1144
1.5039943,3.0172224,2,560
-0.976763,0.9253727,37,845
0.8175717,5.8158927,14,1027
0.4394207,1.1349782,15,869
5.096972,9.199546,6,1140
4.9351177,2.858987,2,2229
-0.113185294,4.9106565,18,849
6.1637278,3.3857577,1,1955
6.0543456,-0.925546,20,2180
4.000964,-0.40256003,0,489
6.6898794,4.306502,1,1028
6.640104,-2.3368552,10,865
0.86970943,2.8011885,2,1093
1.4272847,6.8586626,4,851
4.5778236,5.0580273,38,990
9.718357,5.2548957,53,836
-2.7209432,-3.6923614,9,1093
-0.72804457,3.5547776,10,1734
9.839393,5.3666735,53,1023
4.042123,-0.42287564,0,845
5.4380474,2.958858,17,404
0.77847725,2.862716,2,1130
6.067735,-0.9965186,20,1204
5.983307,-0.70413786,20,2316
8.124579,4.3437424,8,2367
1.3647661,6.5040617,4,960
5.6335588,5.177071,26,972
6.6381507,4.4451756,1,865
1.4683214,6.9090567,4,882
6.1953845,3.3004253,1,513
9.533465,-2.5970361,16,694
8.104288,5.008096,2,1365
2.8766832,6.2245755,54,316
5.3763742,2.9169211,17,920
5.9655504,-0.6458564,20,1777
5.402881,9.521953,6,1416
4.7773695,9.238234,6,2143
8.718942,4.335871,8,1775
6.5092826,3.7866633,1,412
2.051258,4.0521994,2,1264
8.595579,4.190001,8,1365
9.483023,-2.509197,16,1678
3.2840276,7.24985,42,1021
5.679241,5.0615044,26,1732
2.4685025,7.676018,61,1358
5.3173823,9.484799,6,3732
0.14455236,8.769483,16,1078
6.288666,3.463499,1,1271
5.5251036,9.365646,6,1490
-0.84997684,2.0484698,2,718
2.5544496,-0.09301571,0,778
1.6854105,0.7043357,57,865
0.35400593,8.186828,16,1007
3.692479,5.633577,4,1031
1.9466327,6.6492715,4,751
-0.102707304,5.006295,18,356
9.891768,4.9747615,53,853
4.012016,4.2442884,55,597
3.8862965,-1.4334581,0,1070
-0.44006917,9.818796,27,1118
-0.11607339,4.647,0,1202
-1.0773233,2.394874,2,659
0.66743875,6.3227453,4,1193
-1.2386469,3.5534568,10,1566
3.097621,7.3388677,42,1329
7.507508,2.2554443,3,424
2.0768683,6.8569074,4,1144
1.1594903,5.6520305,44,1680
-0.2722238,0.21706983,22,1186
2.9957852,-0.7911859,0,1001
5.4818773,0.46668553,29,1647
0.088955246,8.248846,16,744
5.011566,2.9380906,17,175
5.513863,0.46990907,29,918
-1.9661697,9.788515,19,3307
9.409317,6.814961,3,878
9.668147,6.1353803,3,961
-1.3693311,9.492919,19,1257
7.413329,0.74740666,48,620
3.0241694,-0.81006163,0,1484
8.6942215,1.811742,11,1805
9.535355,-2.632987,16,598
3.8281193,4.341469,55,608
2.9931235,2.3797896,2,1188
5.2603016,2.6778834,17,1358
1.3000059,6.8028054,4,960
1.750741,6.726067,4,438
3.7080207,2.56421,2,744
2.5045803,7.6781683,61,948
2.9085884,2.4097095,2,876
-0.17244755,4.923794,18,1551
3.057157,-0.758793,0,1915
6.4423676,-2.3807302,10,1819
2.5189962,3.2262762,2,1216
0.6844861,1.2158498,15,894
-1.6114875,9.423739,19,806
-2.5300214,-2.852634,9,1314
5.5312347,0.46238267,29,1390
0.25762084,2.5681615,2,778
1.4657894,7.3083677,4,1318
4.168569,0.5036422,0,1211
3.0147524,2.3588274,2,1061
3.7051477,2.0472,2,1021
2.1878397,3.7712867,2,1219
0.22083315,1.4981833,15,2301
9.665465,9.466006,0,858
1.3941278,6.7567363,4,875
2.3772159,4.992989,14,991
5.393678,5.827647,26,936
-0.0077339425,5.022754,18,580
2.559284,-0.028425736,0,953
-0.72201174,2.2206676,2,2875
0.7386295,2.8527567,2,2109
0.6853656,6.2702985,4,732
6.0523973,3.4220777,1,667
5.3647146,9.379797,6,1023
2.5367675,3.3831973,2,713
0.10671918,1.4367434,15,1284
2.5236797,-0.108308055,0,658
-1.6466264,9.502082,19,749
5.5690627,2.0630658,17,378
0.7668317,-2.4281518,13,1210
1.9063466,1.9869665,56,1019
2.9116507,-0.8883229,0,3055
2.4599886,7.6779933,61,1559
5.5524287,9.355271,6,1760
-2.6074574,-2.9573648,9,178
2.858333,3.378876,23,362
-0.07380892,4.8706303,18,1145
1.8117069,8.409639,28,1067
8.825549,1.8648342,11,1399
4.369353,9.319495,6,1241
-1.9396381,9.772151,19,737
9.329757,4.064135,8,1693
4.718716,-1.612069,0,1236
3.4510057,3.580776,23,1076
6.483047,3.5431309,1,802
5.430511,9.58344,6,1276
8.902552,4.3231964,8,1414
4.6450386,-1.7707553,0,735
-1.9725497,9.78954,19,818
-2.7635572,-2.6182647,9,260
3.0095396,-0.59825164,0,773
9.504794,-2.5610936,16,1150
4.394404,-1.5055962,0,370
5.2270193,9.676954,6,3000
8.639724,1.7595465,11,1356
-1.6998254,9.6460905,19,833
0.88908106,6.044175,4,1280
-3.376269,-2.9392724,9,545
9.606531,-0.86914665,33,1857
2.629437,2.845101,2,509
9.537963,-2.6249747,16,1502
-0.52931315,8.047563,35,858
4.5712576,9.354336,6,1730
4.4725,-1.1798407,0,528
4.260214,-1.0542274,0,414
0.7364807,1.2588675,23,1280
7.018933,0.49424717,32,226
6.8144283,4.320461,1,1548
0.7263278,6.641393,4,1100
1.9838622,3.1169577,2,1856
8.718681,-5.231491,10,793
0.16908354,8.683132,16,1191
3.3459797,0.33736786,0,519
2.9494512,5.4079733,10,1713
4.11272,0.14581695,0,1042
0.48025048,8.606779,16,1142
4.839266,-0.39277956,0,1044
-2.4723954,-3.0426307,9,1491
3.8505566,-0.7172325,0,925
1.4393215,6.6615963,4,836
4.370743,1.9880903,2,572
1.2232324,6.9407897,4,543
0.9028054,-2.3894923,13,920
3.9407253,3.0647168,23,1236
-2.7459931,-2.6368704,9,1208
9.531453,-2.6203146,16,650
1.4748964,3.430831,2,1130
5.522425,9.590985,6,1352
9.444995,6.4561234,3,1246
5.0218263,2.8010955,17,1160
0.9398686,8.959791,43,547
4.615423,-1.1906945,0,279
4.090428,0.26079142,0,1050
6.479356,-2.3015575,10,605
5.5501056,9.379953,6,466
4.253068,-0.87471104,0,458
0.24805483,2.9237044,2,1677
5.876941,3.973952,1,727
1.1197927,2.5956883,2,1118
-0.06897313,1.3317235,15,1050
2.9966257,-1.0355062,0,1286
2.6396942,0.035526484,0,1128
3.9540021,-0.50944227,0,1559
1.904371,8.383784,28,1973
4.040819,3.4812586,23,881
6.2387543,8.0763645,20,1283
5.53626,6.7320743,21,1436
9.445677,-2.5678322,16,911
4.231754,0.5313561,0,1066
2.5710833,-0.6598075,0,975
6.2987757,-1.2879804,20,619
6.078497,-0.9691719,20,1973
5.8186755,-3.6449895,36,1277
0.11076903,8.275045,16,516
5.411316,0.47174445,29,1101
5.329582,9.441746,6,800
2.3327963,-0.6272678,0,1405
1.8754474,8.404186,28,1107
7.340716,4.1875834,1,1111
6.3682814,-1.3444694,20,1457
-2.3297532,-3.484998,9,1303
5.407882,-1.7882876,0,1151
9.97642,6.4052873,3,1460
1.7577485,3.3623114,2,526
0.29751956,8.529546,16,542
6.0753675,-0.95413095,20,351
7.293637,4.133971,1,1035
0.32621682,1.3187423,15,1343
-1.1189282,0.8018581,37,1352
5.158179,9.756737,6,1757
2.9748604,-0.33549494,0,837
5.8404408,-3.6523163,0,1555
1.8950713,6.5194683,4,1296
-2.4680521,-3.263653,9,1997
-2.6614282,-2.7051158,9,1922
9.769797,5.9427924,3,537
7.4945493,4.164957,1,996
-2.5139031,-3.5307276,9,996
3.3128994,-0.6640682,0,1158
9.491175,-2.5935857,16,1142
8.817209,4.475202,8,734
-0.082906194,5.02115,18,943
9.433039,7.005602,3,1420
-1.6309243,9.242054,19,904
-0.038832445,5.0436316,18,1904
5.5973916,2.979029,17,648
0.75021684,6.4531236,4,782
2.518913,3.2735577,2,1669
6.6213346,4.44004,1,1057
6.0811872,-0.94488674,20,709
5.014238,1.0689547,29,1523
1.3621684,6.8818693,4,642
4.4058714,-1.5656396,0,2011
-2.7316153,-2.6318705,9,1079
9.544701,6.767199,3,1215
4.110778,0.15698504,0,1582
-2.3488455,-3.0866017,9,1717
-1.2251459,2.4316282,2,954
8.243725,4.1336336,8,1201
-1.7747357,9.47087,19,828
6.936691,5.7337346,46,1633
6.4782734,-2.305989,10,1594
3.4463124,0.08072669,0,788
2.2490783,-0.5549877,0,740
-0.7439188,3.5002356,10,1415
2.2182753,-0.72331446,0,1540
9.941578,6.6735015,3,417
2.7187579,-1.2698255,0,1217
-0.08592705,5.0023637,18,586
4.8365345,9.346951,6,894
2.840904,-1.1021765,0,1021
2.1151087,-0.7496606,0,871
2.9999855,-0.98132676,0,929
5.5047865,6.738014,21,809
5.5472355,6.8916564,21,1450
2.5813808,0.030999452,0,1640
7.2782235,2.7847524,41,1082
6.826005,4.546659,1,1200
2.442658,-0.20736359,0,1199
9.502959,-2.5624213,16,828
6.074001,2.181773,3,1154
5.4036856,5.7252693,26,930
-0.3836628,9.804467,27,1536
-0.5889339,8.088673,35,930
4.153316,3.220799,3,1017
3.2715964,4.6194854,3,1194
5.007641,-0.8298986,0,1228
3.0680945,-0.96576023,0,1613
4.7731304,9.769782,6,1437
5.027347,2.2836242,17,665
3.0282776,-1.2521372,0,833
3.4241104,-2.5399761,2,605
3.6427503,-0.55661035,0,1244
0.28841737,1.5737996,15,601
1.4995188,6.529857,4,586
3.5546925,0.11414094,0,634
6.0088367,4.0207753,1,1475
-2.619171,-2.8240874,9,1545
2.6717997,6.7347326,4,789
2.2952564,-1.4226012,0,992
2.6617942,-0.9846211,0,664
-1.1335284,2.3245335,2,965
0.5049704,6.469821,4,1211
2.6136098,0.049706697,0,1117
-2.735151,-3.553114,9,1068
2.5338109,-0.047417287,0,1288
-3.3173425,-3.1784954,9,1214
4.1789527,-1.053613,0,1179
9.42653,6.099742,3,559
5.9924507,-0.92513734,20,1174
1.9173036,5.7613516,14,1196
0.5388081,6.4635296,4,713
4.7996273,3.0989764,17,656
2.573999,-0.090241775,0,893
5.4246182,7.1531315,21,1961
1.1325622,8.684406,43,465
1.6324235,7.430251,4,507
3.201273,-1.1689614,0,1116
8.700476,-5.199839,10,768
2.617194,-0.022383286,0,449
5.389146,5.4639506,26,1648
0.6045144,-3.0475035,13,1371
1.3774303,6.531613,4,909
1.2066544,2.4158533,2,1295
-0.22082801,0.06527172,22,1265
2.5886893,0.044149395,0,1076
-1.4844098,9.396807,19,1899
3.0606053,-1.0676236,0,1152
3.9673605,-0.39934543,0,1337
7.530089,2.4324038,0,776
4.86116,3.075676,17,1236
6.591517,4.431938,1,1418
2.033789,0.5327539,18,1354
4.3149915,-1.6753299,0,493
5.4213395,9.396372,6,1066
8.881435,5.3116474,53,627
5.1839523,2.6103585,17,2286
8.870176,4.355293,8,1098
-1.2600341,9.514848,19,1726
4.9695396,-0.7963997,0,313
5.0773993,2.5257456,17,943
0.8116358,5.8298755,14,1292
3.1550066,0.1893768,0,1051
9.333094,0.71816057,32,1173
9.1402,6.6509676,3,1406
0.19512881,-2.4660356,13,729
2.569004,-0.6585577,0,1557
8.128446,1.9592344,11,738
5.7726707,6.846403,21,1758
2.541123,7.5863767,61,596
2.7292128,0.06095555,0,1025
4.3341565,-0.6076235,0,693
8.622507,1.9842465,11,1535
5.132873,2.5940504,17,2605
8.48778,1.8501629,11,862
3.8563013,-0.47542214,0,2122
5.667782,1.596606,31,1688
5.3445244,3.2266273,17,627
0.4515611,-2.282004,13,779
7.5252457,3.47711,1,375
7.083961,-4.5943947,5,772
3.2861154,-1.0894479,0,2456
-0.36292797,2.8547566,2,1290
2.7015855,4.022815,39,1604
4.3675594,-0.5912908,0,304
4.265068,-1.6944618,0,426
3.0212982,-0.60975283,0,784
2.1754024,0.3332651,0,991
-0.64643735,3.6451886,10,1325
4.1811357,-2.7497966,0,2306
2.1932168,0.26987705,0,1212
9.032908,0.52273774,32,2252
5.117482,2.5441904,17,460
3.7019994,5.62179,4,1258
-3.248132,-3.0780623,9,903
4.205764,-0.9953791,0,1725
4.9584913,2.8164012,17,1906
7.276519,4.2084045,1,1598
2.598377,2.8079848,2,827
4.6464057,5.032868,38,859
5.013002,9.350433,6,1099
8.601942,1.7933508,11,1035
8.572883,1.9675869,11,860
1.5066994,7.4104724,13,914
-0.9954315,2.3606443,2,1319
1.7114018,1.9706237,56,934
1.7015591,0.6274971,57,2070
1.8669425,7.1665487,4,995
-3.312857,-3.2142055,9,1026
0.83134675,-2.6438732,13,1240
2.8926995,9.840325,9,1315
5.7031,6.6996384,21,785
3.8174996,4.3217807,55,838
-3.3352902,-3.0560486,9,1562
9.040524,6.2202563,3,781
4.843878,3.0665781,17,1016
2.1452825,5.3485985,14,1030
0.89186335,7.1205587,4,1486
6.479643,-2.3034,10,1421
2.2897372,8.624259,20,1064
1.3385942,6.742853,36,1248
0.74330425,6.6554875,4,1489
9.585155,1.2474614,32,1219
0.17258704,8.672439,16,832
-1.0749774,0.8361451,37,760
1.5906702,6.412798,4,1581
0.18467017,8.240376,16,752
0.4095192,-2.3777852,13,855
9.476799,6.595414,3,1036
2.5250416,-0.8936842,0,1004
-1.4821897,9.430276,19,1271
8.404145,4.452254,8,1822
1.1797693,5.7066345,44,1380
-2.4583945,-3.0460827,9,719
9.458818,-2.708334,16,943
7.955912,2.1390076,11,2138
-1.1650454,2.2359986,2,896
-7.8248596,6.120215,18,1399
0.3055959,-2.4489846,13,849
0.34438986,-2.1242335,13,1766
6.5752006,4.40404,1,748
1.2880815,6.681663,4,996
1.6131177,8.500668,28,1315
5.792981,6.8785167,21,838
9.925592,6.1444316,3,757
0.30465496,8.450057,16,1015
-2.7518725,-2.6261644,9,1020
0.51822096,1.1229395,15,1335
5.4257703,6.8092465,21,867
0.85657686,7.1350117,4,1018
8.681109,1.4605923,11,1737
-2.658926,-2.9513013,9,962
2.5968544,-0.3258593,0,1723
3.4015362,3.6474996,23,724
5.508535,9.429142,6,1867
5.693059,0.75272924,29,713
8.75859,4.4190254,8,2247
4.9495196,2.572113,17,1114
1.7061934,0.72945505,57,1163
5.496348,0.44622773,29,1638
-0.52788603,8.114845,35,1311
7.4489985,0.8313426,48,950
-3.2875955,-2.9476793,9,922
-0.74305326,2.3316824,2,1043
2.5938394,4.998288,0,1332
0.66221946,-2.5859425,13,1610
5.3588896,9.526489,6,1023
8.558663,9.387567,0,817
4.534202,-1.5783396,0,607
0.54204494,6.4186726,4,1038
-0.24786894,4.785007,18,1620
0.36071253,1.1784794,15,1020
8.59567,1.9164047,11,957
9.469845,0.9646159,32,1547
3.6908498,-0.10406698,0,466
0.80672604,3.2849767,26,1007
6.147596,3.566307,1,1401
0.86267966,-2.538315,13,1074
2.6710188,-1.3526093,0,1388
-1.8716267,8.994356,19,768
4.1504745,-0.5932012,0,1326
2.5474572,0.02936726,0,1543
5.784103,9.466327,6,1802
0.21256676,2.719999,2,1323
9.559312,-0.88131374,33,1095
0.18441579,1.4953669,15,1332
-3.2102294,-2.747377,9,535
5.5822034,6.7778316,21,940
9.118263,0.5948958,13,970
7.2109995,1.639665,0,326
2.0358353,2.7151847,2,1194
4.087525,4.83198,58,1038
9.408397,6.811715,3,783
4.450166,9.711214,6,647
5.0998154,-1.4150841,0,1164
-0.68037117,3.692036,10,924
0.34490758,2.5859118,2,1027
1.8776156,8.408329,28,1417
2.964271,4.5839987,14,639
0.2123157,8.708964,16,566
7.584526,3.3805633,1,1253
2.5831163,0.05922447,0,538
-1.7298781,9.298623,19,774
4.331319,-0.08752486,0,1352
1.8364576,2.6539347,2,1251
6.2307796,4.018442,1,824
2.183099,-1.0432317,0,1027
9.459031,6.56606,3,998
0.47500885,-2.8642573,13,869
1.788835,6.187411,4,689
2.285178,5.145636,14,379
-0.90110475,2.3780007,2,1131
9.546715,-2.6467376,16,907
-2.5654743,-3.6687438,9,1316
2.510895,-1.6086402,0,1042
0.92419475,6.9184217,4,1520
-0.4796973,0.5984442,22,802
0.85830283,2.6247156,2,491
8.715342,-5.2336025,10,354
-0.45836908,-1.0946492,0,1752
3.1350822,-1.235367,0,968
1.8701633,8.432993,28,1606
2.9511967,2.3362021,2,802
-0.53382295,8.122983,35,1200
3.696843,3.130165,3,1055
5.8364754,-3.629991,36,1023
6.512231,3.7288907,1,427
3.2531207,7.272059,42,1779
-0.49127698,7.8894525,35,837
4.1149373,-0.37629032,0,1289
-1.7585105,9.445575,19,2022
8.640868,4.4697237,8,973
6.708224,4.433252,1,1272
5.885618,-1.4152921,20,627
2.02285,8.364025,28,1253
4.9551105,9.468155,6,1841
8.692666,4.387115,8,1166
1.7338421,8.224995,28,1444
5.6709065,1.1549664,31,662
6.0988393,5.653622,46,730
5.375741,-1.7649721,55,706
0.4448933,1.1285645,15,1978
6.823972,4.1693487,1,844
-3.3232322,-3.2276628,9,1575
8.216096,-4.7052784,49,1165
9.9310055,6.061633,3,1033
-3.345241,-3.200755,9,1118
5.421478,5.8206086,26,1835
0.7746691,-1.811019,13,1307
6.6071963,4.3928065,1,1101
9.279397,4.1127124,8,1186
9.483493,5.2545466,53,684
9.309736,5.8231363,3,433
7.8004885,1.5420103,48,1534
-2.3082428,-3.0245874,9,1782
5.484322,3.225126,17,842
4.0660124,0.038228486,0,3151
1.7090914,8.273658,28,836
9.051138,3.6017542,60,960
4.829547,9.761544,6,1170
2.0956957,3.1114764,2,1735
-2.652758,-3.4306762,9,277
1.1398767,-2.168981,0,1181
6.1711435,3.0021186,1,1342
2.996529,4.0809836,39,787
0.15279011,-2.2539055,13,1156
9.030053,4.270755,8,1453
2.6411023,7.0168843,4,775
0.6923006,9.083197,43,613
1.370856,6.780481,4,1333
2.6608987,-0.32048014,0,1340
5.4053106,-1.8184174,0,512
-1.1319807,0.781999,37,1173
-0.14832038,9.857714,27,725
1.5203357,3.0344071,2,1011
9.276056,4.0290327,8,762
5.3510876,-1.7790422,0,1608
8.444077,4.304503,8,739
9.182286,4.641415,42,955
-2.858136,-3.7679598,9,1226
2.8510659,4.174576,39,588
8.882169,0.42504376,32,1422
8.984641,3.3247473,60,843
2.5138192,-0.09508392,0,1331
2.5334775,-0.025622565,0,1546
-0.09493139,1.3626556,15,1057
5.4949636,0.43284744,29,1086
1.5877934,6.745225,4,1195
-1.7830793,9.084796,19,1080
0.57681274,6.0381203,4,726
3.1886368,0.25020424,0,1213
9.024741,1.4060102,11,667
8.660584,1.4191264,11,1335
9.85279,6.1401744,3,835
-0.59854984,3.6465352,10,1080
4.338779,3.6846704,23,1543
0.3280124,-2.2754803,13,875
-1.6399561,9.15886,19,1117
2.278464,2.5853155,2,843
6.189289,3.3447502,1,715
9.581336,-0.8952448,33,1143
