x,y,Topic,Length
4.5004935,-0.53127444,0,2234
4.1704416,0.27853447,0,1152
4.4811473,-0.5009633,0,2266
-0.3299005,4.5443163,18,979
4.47577,9.393405,6,1062
3.1496112,-1.1418861,0,1214
6.679729,4.079652,1,419
9.088747,4.158786,8,1122
1.9811512,3.4828959,24,2163
5.32429,2.7818494,17,426
2.2749913,5.2256694,14,1130
4.7379737,3.0576227,17,727
1.6926886,2.4967196,2,490
9.015216,4.189176,8,1046
3.1291463,0.12773167,0,654
3.9799662,4.317921,55,703
2.546537,4.943014,14,1007
2.0041738,5.7366257,14,1138
4.18161,0.24928243,0,854
9.891621,5.8187833,3,2586
0.31832996,1.5450437,15,656
-2.6865802,-2.6875002,9,1241
-0.31963393,9.868652,27,1025
5.180437,9.948476,6,1314
6.078311,2.708181,1,841
5.40068,5.8013215,26,1246
2.5238392,4.918022,14,1802
1.7003255,-4.3414445,5,817
5.285618,-1.6987929,0,803
4.1630363,0.08680854,0,1833
7.0454574,4.110436,1,902
3.7807145,-0.6221861,0,1539
-2.728115,-2.6350963,9,1363
4.1291885,-1.1433071,0,473
2.6665237,-0.533451,0,647
8.996387,4.6400285,8,1204
9.19645,4.14251,8,1045
4.4879947,-0.49822342,0,2266
6.0246134,2.2102787,3,2452
2.3078797,2.6604762,2,1270
3.6510358,5.0186157,59,1155
1.2488108,5.9367657,44,786
2.257564,3.912748,2,1133
4.4880185,-0.49750844,0,2230
4.4977255,-0.49490973,0,2266
5.405992,5.6380315,26,1763
4.4705205,-0.5154537,0,2574
6.6102676,4.4442573,1,1234
6.2070184,2.9743395,1,800
4.8342423,4.8307467,38,776
1.310164,7.273768,4,467
5.3643765,9.366509,6,2303
5.399294,5.4452314,26,1146
-0.4046643,9.782447,27,1231
8.161466,1.8771964,11,1146
4.347168,9.303484,6,891
6.6690345,3.6527097,1,1102
5.355708,5.370481,26,798
7.8581243,7.707975,0,1089
7.946233,2.1044545,11,539
2.4249113,4.9893756,14,494
-0.3791245,4.630891,18,1397
2.540307,2.8198206,2,1392
0.65978754,1.1972986,0,1081
8.120903,1.7835865,11,1126
2.0465245,7.0059996,4,889
0.74940467,6.662354,4,1171
6.437853,-2.3368287,10,808
6.0671926,3.252575,1,1733
1.2570161,6.570057,4,1269
9.550296,0.8912138,53,1126
9.981228,3.252417,40,1264
2.2942631,6.8327084,4,1852
9.500926,6.101389,3,577
8.6546545,4.348177,8,1419
7.8907056,2.1347015,11,1342
4.7981195,9.644094,6,2008
6.203937,-1.2171729,20,744
-0.5029828,8.038242,35,1252
9.326377,1.1613778,11,704
5.1689205,9.294727,6,1190
9.187294,0.5588491,32,1008
0.15534396,8.207134,16,983
5.9009047,3.6364155,1,1023
7.922334,2.0544271,11,1627
-1.6008025,9.466964,19,954
1.270024,5.9307814,44,1051
3.6167948,3.5019405,23,967
2.235609,5.311686,14,919
1.3086784,5.9653606,44,739
4.0235953,3.4896138,23,923
4.4186482,7.50418,30,672
6.078263,3.2196,1,1512
4.590712,4.9371257,38,2008
9.380744,5.3579535,3,1507
2.5512137,5.9855094,54,1053
8.12535,4.350311,8,1265
8.730449,1.7226714,11,1731
1.3441256,1.652643,29,988
5.1532946,2.7716784,17,581
4.727902,9.866523,6,1141
3.0752285,-0.46713632,1,929
1.9123939,8.383936,28,1433
6.4930396,3.8022475,1,1032
2.3964317,-0.68827593,0,759
5.3043056,9.4954815,6,1560
1.5144695,6.6114864,4,984
0.92140144,8.940356,43,559
2.1246336,2.4982824,2,1153
6.0908065,2.7512755,1,1956
2.0642068,6.979263,4,1097
9.594712,-0.83592665,33,2131
8.864088,4.397507,8,1116
4.2603846,0.08251262,0,1151
4.1370096,0.2035394,0,889
1.4008963,2.3448346,2,710
8.959621,4.094189,8,1100
6.751769,4.4965105,1,1884
8.780236,3.3646448,60,1962
4.1696577,0.12534347,0,1299
4.4270964,4.89871,58,1238
8.477788,4.3152294,8,2008
5.370695,9.390329,6,452
6.5746393,0.62474054,47,1416
6.0863986,3.8140543,1,881
1.6215117,2.8738103,2,731
0.5493832,2.920112,2,700
4.0731454,-0.8027224,0,516
9.790271,6.413465,0,1383
6.396521,3.6130347,1,1365
8.958608,4.2425737,8,1212
7.240698,4.1095524,1,3025
5.367119,5.4485044,26,1256
-3.2145402,-3.092741,9,1594
2.28968,5.3021727,14,913
8.958986,3.4892066,60,1069
2.5779274,4.854262,14,866
8.831895,4.337115,8,1247
-1.7311956,9.292285,19,1841
1.8932656,5.840364,14,1681
4.1799927,0.13830866,0,515
0.7294991,6.660014,4,1375
8.480308,4.2062945,8,1213
7.9838643,2.0115833,11,1779
5.4761577,1.5616586,31,2073
6.0333624,3.2586792,1,1227
7.4625216,4.262266,1,701
9.211552,3.9132419,8,1248
-0.3300487,9.360055,27,500
0.3389434,2.7586925,2,2352
0.28436622,2.5960555,2,1203
9.058908,3.7290192,60,926
9.31742,5.874073,3,677
4.6782804,5.0316544,38,925
3.0207076,4.5072308,39,862
6.0118914,4.077494,1,1548
9.224578,5.806784,3,1135
9.690965,5.8763957,3,2160
1.7868465,8.384422,28,901
9.878227,6.065275,3,1157
6.2036996,-1.219089,20,744
6.562252,0.5891438,47,1999
8.6724825,1.8087326,11,1307
9.521047,-2.568755,16,1414
3.3111112,0.0065540364,0,1046
-1.695372,9.227696,19,744
6.2744656,2.942014,1,1011
0.946845,8.992418,43,584
5.4688206,6.7473397,21,1350
3.885822,-0.3637985,0,1724
4.1551576,4.7185326,58,1348
7.062931,5.7116623,46,1310
8.20001,4.201501,8,1301
5.3453436,5.348445,26,1585
8.552272,4.3511543,8,985
2.832171,6.8568115,4,1102
8.699544,4.3695765,8,1252
8.555494,1.9598687,11,1180
9.938248,6.062059,3,1335
8.449615,1.7329004,11,1310
8.670401,4.300486,8,707
5.3187704,9.462391,6,1705
5.4982843,0.45477474,29,461
6.993327,2.7458658,0,1319
2.5488803,4.908394,14,1008
9.879245,6.0428247,3,735
8.288247,4.2100224,8,645
8.442045,4.112908,8,1287
2.1521194,4.6710877,14,2135
8.779744,1.5531409,11,1619
7.2349505,2.8379402,41,565
8.417801,4.22026,8,1114
4.4912386,-0.5107423,0,2266
6.683063,3.523527,1,1161
9.642534,5.7666945,3,2748
9.553604,6.085415,3,796
0.8862287,7.1372066,4,1602
9.635858,7.2018023,3,530
8.810742,1.8242507,11,2543
8.79361,1.5232284,11,2332
2.2716708,4.7247353,14,825
5.429246,5.763291,26,506
7.117574,-4.544473,5,1180
8.401472,1.9679476,11,766
-0.49397486,8.036222,35,757
6.409437,-1.3888677,20,1063
5.913471,6.8314548,21,387
0.94047046,8.956381,43,792
9.284539,4.08447,5,721
1.381562,9.996046,16,1353
6.6882873,4.6233034,1,954
2.5888927,4.8648725,14,1249
1.7021209,-4.344163,5,1101
4.10582,-0.054782975,0,1052
5.0830364,2.9304676,17,785
5.075606,2.9061022,17,790
2.4866784,4.9391527,14,699
1.7952379,6.8117485,4,1383
1.2481774,7.03914,4,1046
3.200894,3.721235,23,1222
9.228657,4.071357,8,457
0.8971946,7.087163,4,687
8.209939,2.931424,1,695
5.253496,9.48947,6,1243
-1.5471205,9.55919,19,747
2.1650155,6.7378483,4,807
4.038042,3.0741284,23,1259
9.260702,5.806095,3,2242
6.1372924,2.860332,1,1000
7.1871505,5.6696725,46,407
8.93802,4.2720866,8,577
2.533066,-0.7122561,0,836
1.234323,6.88734,4,1881
1.8832909,8.343335,28,1290
3.1542835,7.316619,42,1144
1.6850522,-4.3948054,5,1002
9.40429,5.9308524,3,928
-2.532857,-3.5032105,9,1044
3.108389,7.333224,42,569
2.6946876,6.8887887,4,837
8.810789,4.356848,8,1304
5.4573927,9.429739,6,2549
8.883056,4.513805,8,952
9.270515,5.7968163,3,2257
8.733803,4.402321,8,1182
8.90584,3.5310686,60,646
6.7304883,4.437974,1,1397
5.0060616,3.102962,17,1152
-0.5424738,8.015159,35,1024
9.282144,0.6294502,32,1306
4.8600016,3.0741756,17,835
2.6613605,4.825952,14,2006
5.6016207,3.1749609,1,607
7.388399,3.5746844,1,1293
1.9638875,6.85389,4,1109
2.986211,-0.6621435,0,883
-1.5392376,9.573961,19,1055
1.6014658,2.9546885,2,1292
2.7008832,6.0519032,54,925
4.9203086,2.8083956,17,626
9.067187,6.645559,3,1444
0.9429523,8.936452,43,1169
9.186458,4.138663,8,942
-2.0649164,9.586261,19,1151
-1.577573,-3.48658,5,566
1.3016424,6.8591146,4,780
4.5614195,-0.2563948,0,999
3.0138006,2.3614507,2,717
9.202499,6.014756,3,1181
2.2204115,6.7243,4,699
3.1826572,7.28413,42,1045
6.224919,4.009643,1,920
6.0389495,3.289646,1,946
5.668182,9.2941675,6,1551
0.93309176,2.8974197,2,915
9.988374,3.2642474,40,1103
6.5146127,2.7853556,1,985
-0.4860699,8.003236,35,960
6.5032535,4.371318,1,706
8.166843,4.3380075,8,728
1.3303344,6.593377,4,777
0.8769629,7.1292586,4,1128
6.532509,3.8779464,1,1307
7.531477,4.2412477,1,1152
7.276919,2.747933,41,659
2.391742,5.229404,14,1215
4.630626,9.441965,6,1613
5.378981,9.479222,6,1277
-0.41026554,9.770645,27,752
4.7405353,3.107585,17,922
3.0904176,-0.4199168,0,950
9.455636,0.8801399,32,1315
2.4492097,2.8061159,2,1044
1.2461894,5.9785824,44,875
8.130272,4.312222,8,2340
0.5232009,7.360722,4,1022
5.4088945,1.5868679,31,1222
2.336103,2.6468186,2,1294
5.2350464,9.462191,6,848
2.607827,4.7872305,14,811
2.9270632,6.2263684,4,1184
2.8584962,-1.1058868,0,780
2.660436,-0.6820239,0,611
0.7890535,2.7809412,2,847
9.184523,4.5551167,42,1417
-0.005603887,4.6933517,18,1124
4.8476305,9.5021925,6,877
-1.6639532,9.595914,19,857
9.240359,4.7174487,8,946
8.66639,1.4550438,11,1445
2.829144,6.8471613,4,1102
2.5363512,0.1109669,0,892
9.508679,-2.6072848,16,714
3.9339392,3.0684862,23,1036
7.3111086,2.8354096,41,1069
1.5085708,2.270482,2,951
4.5799847,4.9999385,38,602
6.643247,3.8108664,1,631
3.9767292,3.5735705,23,1152
5.3509154,9.521548,6,1041
1.0947828,6.038927,44,1306
4.1690674,0.51714456,0,695
8.535909,1.8173172,11,1303
9.564822,5.9908323,3,169
2.7949176,6.2352653,54,1574
7.44823,4.2474737,1,892
1.5582684,2.834031,2,1823
1.9837903,6.5729613,4,771
6.3046126,3.8866181,1,1269
8.849052,1.922719,11,1117
4.540219,-0.591726,0,1134
2.2183688,5.470432,14,507
1.7543689,8.381524,28,921
0.6695417,2.6512911,2,2080
4.6314554,3.5591836,42,851
6.878903,4.2781343,1,1491
9.880738,6.0690546,3,1347
9.143001,6.334545,3,1118
1.9909956,3.205646,2,985
6.3711724,2.9695697,1,781
6.7017074,4.1761365,1,978
0.18418303,8.669495,16,1696
1.3844411,9.984262,16,943
4.837454,9.41041,6,929
9.9873,3.361274,40,1713
1.4579065,9.845612,16,731
2.2327647,-0.6766474,0,1306
2.551239,4.872445,14,1934
1.2725492,7.0948863,4,633
9.4902315,6.637397,3,1074
4.5699425,3.3522265,17,521
1.7924467,3.611521,2,814
5.3736334,5.4253182,26,1005
9.516347,-2.636475,16,1105
-1.1571637,9.585268,19,1082
-1.4743236,9.421117,19,918
2.3467112,-1.3365376,0,1623
1.8284553,8.420264,28,1327
9.146766,4.15793,8,2092
4.678162,-0.8354151,0,674
7.2190557,4.31794,1,664
8.21602,3.946339,8,1025
3.3286097,4.924512,59,1384
8.012005,1.6595879,11,2166
3.1714108,-0.61396104,0,951
0.9517993,8.996782,43,715
6.3303866,4.3309712,1,823
2.4797866,4.9257536,14,1337
0.89604753,7.25627,4,2040
2.3136344,-0.71831083,0,1994
6.0228148,5.9878907,18,1257
2.4838598,4.9395514,14,1330
1.9041831,5.542579,14,642
3.3379326,-1.090553,0,1481
9.501683,-2.5903647,16,1090
2.4459739,4.973816,14,1201
1.0332254,6.6111946,4,882
4.1642647,0.12166387,0,1310
5.039199,9.413214,6,1340
3.2811573,-0.9774995,0,1442
9.480599,6.6551433,3,885
8.8887615,4.105755,8,1191
-0.38715714,9.795974,27,775
1.9063607,5.5465317,14,978
3.9287317,-1.4261575,0,873
6.2421684,-1.2021196,20,961
2.8733902,3.9312785,39,1942
6.359821,4.3509283,1,909
-0.3390611,9.251498,27,1655
6.8815594,5.981341,46,1525
9.680211,6.0201125,3,941
2.2114568,-0.61000603,0,736
8.679541,4.3730927,8,702
9.905646,6.058458,3,281
9.492571,6.2241707,3,924
6.6796713,4.392571,1,468
5.8574014,3.511942,1,993
8.79211,2.02814,11,1464
8.556101,1.6441365,11,811
8.852202,4.334823,8,1236
7.6916056,3.2797148,1,537
2.428483,-0.116695866,0,851
5.3749638,9.422904,6,1045
8.484457,1.667219,11,1225
5.3752623,9.52487,6,1851
0.6351157,2.846011,2,906
8.013577,2.1931345,11,198
4.119937,-1.1161271,0,804
7.001268,3.6787546,1,631
5.059766,9.384963,6,916
9.122311,4.2244515,8,1219
4.7847524,2.3855329,2,493
6.665544,4.4011817,1,500
8.634631,4.10144,8,650
7.916204,2.3270051,11,522
2.4605324,4.948027,14,997
0.5304745,1.5678012,15,217
1.055202,7.1233172,4,815
5.3555107,9.5162735,6,1257
5.5644283,7.377353,21,1000
8.716057,4.3187494,8,845
8.469396,1.8523754,11,881
-0.5029797,8.035888,35,690
8.834225,1.5417671,11,1400
8.391308,4.395841,8,964
2.344631,5.016979,14,1171
9.248835,4.0742483,8,1493
2.5405946,4.8977127,14,1121
-2.4960594,-3.041394,9,1690
2.2931802,6.898047,4,988
4.7012587,9.50404,6,677
0.4910747,2.4116387,37,1269
7.2233157,4.1724005,1,1292
5.1034813,9.658801,6,3322
8.593813,1.7732654,11,907
2.2568126,5.222865,14,754
0.5864779,2.4636958,3,1261
7.4159946,3.6322937,1,1097
1.3695345,9.958329,16,1973
2.6610425,4.787961,14,1222
-0.3603578,9.804568,27,1521
7.504894,3.0298083,1,745
9.2789345,3.6253166,8,1048
8.454411,4.094586,8,1316
8.901384,4.3380275,8,1098
-0.09077422,5.038493,18,1780
4.9580436,9.555013,6,991
0.6651322,6.0725913,4,958
5.991604,9.567429,6,688
7.457181,3.468035,13,76
8.896921,3.6871774,60,1099
8.214092,4.2153025,8,1042
9.787483,6.105002,3,1187
5.849308,7.0859904,23,871
7.30249,9.5973015,34,1526
6.545896,0.6479886,47,1591
8.092616,4.357511,8,1511
8.063304,2.0664444,11,3303
2.8725312,-0.7166792,0,673
8.744705,1.4982452,11,1044
8.625545,1.4544066,11,528
6.451827,2.416104,1,1427
0.90502024,6.6401863,4,1136
6.5471764,3.2870684,1,410
0.5872133,6.030599,4,466
8.05281,4.133602,8,728
0.659057,6.080569,4,957
2.7342842,2.6207087,2,759
1.5330544,2.8969553,2,1135
6.4362864,2.426463,1,1064
8.021323,2.1407092,11,244
1.110404,6.5484457,4,1095
2.3436406,4.997928,14,1119
8.660516,1.48575,11,539
9.927064,6.076976,3,506
1.448655,6.6649375,4,1016
8.660711,1.5622177,11,889
8.646281,1.3592376,11,595
0.36894077,8.57289,16,1089
1.2368399,6.9514723,4,1125
7.793959,2.0779836,11,1774
3.058934,7.110754,42,723
6.068564,4.265883,1,1013
7.942994,2.17486,11,1521
5.35346,9.457329,6,649
8.267791,1.940521,11,3637
1.2992811,5.6892667,44,947
4.369498,-2.8318865,0,1564
8.035545,2.0141573,11,1710
9.561955,6.314463,3,1378
8.346256,1.5838223,11,918
4.198688,0.19311473,0,1026
9.370379,0.59790003,32,773
8.163003,1.9469979,11,497
4.903246,1.6568362,31,911
2.1990826,6.7538247,4,1076
8.634036,1.9061978,11,1008
5.4161763,9.517771,6,929
9.593589,6.149503,3,676
4.4283233,4.531751,55,1014
9.227053,4.8026633,8,1108
9.558579,-0.8859504,33,1137
2.276593,6.9196277,4,1407
3.5646422,3.4417841,23,241
8.412984,1.6891682,11,880
9.615009,5.9252706,3,1234
6.1508884,3.590669,1,1339
7.2548656,3.402653,1,1950
4.538864,7.4958444,2,1380
6.069001,-0.9260185,20,553
6.261993,3.4450412,1,2239
4.9322605,9.38304,6,1441
7.494456,3.4922535,1,361
1.6129739,2.722528,2,1007
8.133434,4.225349,8,999
0.7796175,6.660658,4,865
1.825848,3.5102777,2,1203
2.2865767,-0.6477354,0,1898
3.061494,-0.5908773,0,1022
9.05707,4.1802745,8,1798
7.2208824,4.029941,1,772
1.8909171,7.283581,4,1032
5.3109117,9.559017,6,1068
6.6656137,4.2344246,1,730
1.3816972,2.9281778,2,940
9.487937,-2.5527246,16,709
4.3042407,-0.8739786,0,1641
6.0644073,-0.92509645,20,1785
5.785113,-3.561744,36,1644
0.5164842,1.6115226,15,156
8.788046,4.2605042,8,952
8.128113,4.298092,8,733
4.1450515,0.20228764,0,1450
2.1330557,2.516268,2,1589
8.361684,3.9344413,8,1211
5.621656,9.289379,6,1250
4.4505115,9.341517,6,949
8.719865,4.2890363,8,1832
6.120412,5.6447163,46,499
9.891592,6.0241237,3,215
8.28523,4.260051,8,1051
2.81535,-0.66896784,0,1808
6.1365542,3.2825532,1,713
8.731075,1.8239137,11,1379
2.012937,3.255076,2,857
9.320866,0.7424904,32,1126
3.2058976,7.2613273,42,1131
6.0684447,-0.92329913,20,4247
5.5271497,9.628374,6,1988
1.562658,2.805826,2,777
9.8277445,6.0603895,3,714
4.229159,4.7001605,58,1363
6.5040355,3.831524,1,1150
2.2725372,4.763319,14,895
8.757989,4.013063,8,1558
2.7054214,0.0037875166,0,918
1.4492892,7.436561,4,591
4.190045,4.6615615,58,1363
6.119708,5.6454477,46,853
4.4767036,4.7263236,58,847
9.227342,3.850161,8,1197
8.734779,1.5266706,11,1243
5.34295,9.578383,6,776
6.7309246,4.244785,1,542
5.52613,9.767262,6,2058
1.7008444,2.7180254,2,1752
7.5246983,4.2655044,1,2020
2.5502188,4.829185,14,1325
6.0823097,-0.959317,20,1358
2.6636035,-0.3249499,0,850
4.7901254,-0.7554662,0,1061
9.316715,5.950314,3,917
5.7360015,7.18637,21,1034
4.9339204,3.077867,17,1376
0.63665396,1.1931081,15,1183
2.5611982,4.9256124,14,814
0.76664186,6.8052764,4,734
7.980885,2.1117907,11,266
2.9606445,2.3930917,2,998
1.2023294,2.7751014,2,1069
2.750275,7.1463876,4,459
3.6138687,-0.4993872,0,1000
1.9977946,3.489691,24,828
0.31676593,1.622793,15,1001
9.585877,-0.8876331,33,1447
4.7542033,-1.4628354,0,480
8.102667,2.0672612,11,1002
8.141846,2.200748,11,897
2.312051,-1.3501564,0,1268
5.3332458,9.487114,6,971
4.0633917,2.9802735,23,1393
5.1240597,9.517822,6,1045
8.071005,2.0009437,11,231
5.243063,3.0052402,17,1708
1.2478999,6.9170895,4,826
9.503402,-2.604094,16,2049
4.817625,9.751793,14,482
1.3099413,2.4410353,2,1087
9.559787,1.2804223,32,2403
5.707778,7.083796,21,1037
3.1607504,-0.98862314,0,956
8.240842,1.9157599,11,1096
5.7559714,7.162445,21,912
9.046467,6.6253004,3,521
8.52819,1.744401,11,1486
4.5185714,-0.51923627,0,652
8.039859,2.1136155,11,323
2.7203732,6.3053274,54,1218
0.9515439,8.894417,43,1418
8.686644,1.7181047,11,780
4.9627566,2.9757469,17,461
3.1989183,7.215007,42,1124
6.2858906,3.9344895,1,544
2.6787493,4.0970345,39,862
8.301867,1.823741,11,1143
5.2065363,2.8934808,17,1463
3.0441058,-1.3263035,0,914
2.4020443,4.9875226,14,1251
9.004049,4.268718,8,1495
4.5716105,5.0137863,38,1262
0.6415044,6.40674,4,999
7.8763194,2.1531928,11,526
3.1029196,-0.88672674,0,1537
4.4751024,9.461558,6,1809
2.5230193,4.843176,14,880
6.5165186,3.6135693,1,1295
9.318185,5.738708,3,1248
2.3867214,-1.3363503,0,1621
1.389578,6.947696,4,698
8.512379,1.9228559,11,1406
8.436641,4.058744,8,1070
1.7704468,8.323964,28,711
5.3027534,3.0414598,18,610
6.6338134,4.5252914,1,1063
3.0897567,7.1682816,42,1049
1.3272032,2.2924042,2,500
5.819281,-3.6445956,36,1694
8.176728,4.2075357,8,1133
2.1297548,6.5185957,4,894
2.2579644,6.825224,4,932
0.62079245,1.1829312,15,1049
7.2969756,9.592967,34,1793
2.1898234,4.3843956,0,857
2.0424416,7.009899,4,1062
3.010669,-0.77563804,0,922
8.152494,4.1555476,8,607
8.941994,5.600081,3,1347
2.5659978,-0.82440907,0,2143
1.2074412,5.8687634,44,737
-0.7112105,6.6907434,6,1260
1.089284,2.8121445,2,1478
9.236973,4.057759,8,682
6.297203,4.890979,9,1012
5.5443473,9.661519,6,1312
7.2664566,4.1159596,1,1258
9.483714,-2.5240457,16,1638
-1.903069,9.7314005,19,1620
9.476267,-2.5449843,16,684
6.896895,3.7284648,1,487
1.8737098,7.2682104,4,1087
5.1785235,2.669848,17,337
4.115866,3.6133654,23,1254
4.013107,2.4744012,2,905
2.4290254,4.9039383,14,1344
4.8403497,9.737271,6,1873
-3.2821321,-3.2025726,9,1119
9.661612,6.241514,3,1014
-1.8816261,9.670327,19,1200
9.4740925,-2.5578299,16,844
0.76561403,6.9208927,4,1113
7.5296555,4.262104,1,860
3.2438745,-0.7289556,0,1900
1.130497,6.549616,4,1623
5.358606,5.4406123,26,570
3.940313,3.4198885,23,1625
1.84456,6.8010144,4,997
5.4826617,9.384869,6,1049
2.46708,4.9360676,14,1135
3.0113306,2.3092182,29,1044
6.242087,2.9368937,1,1132
4.7932,3.2166424,17,1262
5.418189,5.4349904,26,380
1.9512674,6.717907,4,691
2.5446901,4.8293247,14,1416
9.095756,6.239681,3,1014
5.741149,1.3388368,31,1549
-1.7297066,9.186019,19,1106
2.7769742,6.9591355,4,858
1.4120426,7.3861,4,493
2.9989996,2.378508,2,2048
5.3302755,9.458262,6,607
1.7035117,2.9063022,2,1388
3.020373,2.3758435,2,1133
1.3654083,9.98356,16,686
0.67040867,6.3680425,4,1214
8.714645,1.8087294,11,1730
0.23733602,8.34811,16,961
5.0166783,2.630564,17,1026
1.8801289,8.4237385,28,922
1.2995578,6.9975095,4,896
0.3188465,1.5478792,15,1123
3.266867,0.19569354,0,768
4.2545624,-0.45037264,0,346
4.128905,4.648079,58,1294
8.61146,2.07486,11,442
0.94528186,8.917459,43,395
3.9825287,-0.2893697,0,819
9.329626,6.1041727,3,566
8.5128355,4.2872176,8,1702
3.1559901,7.1583524,42,1317
4.930924,3.0180233,17,398
7.5497565,4.2543154,1,1192
1.3454609,7.337807,4,849
1.8476795,8.459375,28,1604
6.447071,2.0038884,1,1871
3.962112,-0.49321547,0,955
-0.13338059,4.847526,18,265
2.956113,5.396962,10,1463
4.0158854,5.059288,31,1130
2.8255394,5.3189797,10,627
6.422084,-2.3557014,10,529
3.577859,3.4860384,23,1268
9.213084,5.803664,3,149
7.9314933,5.5390353,6,1089
5.267483,2.4542475,17,491
1.3798829,6.8195806,4,630
-0.45699453,0.77182233,22,1086
4.616149,1.8166472,31,1349
2.6274476,6.003689,54,247
5.8601966,4.0354652,1,659
6.6069818,4.3341,1,231
4.8268585,3.073309,17,643
8.697383,4.1949663,8,1419
9.653613,6.0486617,3,153
6.5264616,2.5177772,1,1141
3.969635,4.2683706,55,660
1.7949481,5.817719,0,760
5.116587,3.04444,17,1685
2.6365197,6.013525,54,1217
2.5590475,-0.8506948,0,1005
9.619411,-0.8619387,33,1236
8.339955,1.7225225,11,1108
9.326016,6.4005914,3,1220
3.9649153,-1.1137029,0,1693
5.3621526,6.137288,26,738
5.422724,5.766189,26,1546
1.3479561,2.9280784,2,1012
2.8383198,-0.59136,0,1149
3.0382197,-1.3186438,0,1111
-1.9620832,9.781217,19,1802
3.6932552,-1.7069774,0,1501
9.368388,6.692136,3,1480
6.0712876,2.1814559,3,2680
6.5725436,2.1504793,1,994
1.2675308,3.3365674,2,1500
0.29100314,8.477819,16,1255
9.719288,6.0498805,3,384
3.4917283,3.7541723,23,618
7.2009883,4.187664,1,924
2.7379742,-0.54811853,0,867
-1.9964883,9.838672,19,1218
-1.4732729,9.441033,19,1088
0.3195261,8.4745865,16,801
4.0608153,-0.823521,0,437
8.937658,4.2206006,8,1140
5.7372212,6.699233,21,955
5.390458,9.593118,6,232
7.4538736,0.87101215,48,907
7.6059146,3.2708597,1,350
0.31206784,5.269745,9,1118
-0.043282267,2.8102033,2,927
1.7877011,2.2704268,2,330
8.203717,4.3201976,8,1319
0.6063649,2.798469,2,949
4.017804,3.067467,23,1081
1.7857249,8.333512,28,1241
8.267644,2.0991683,11,1675
9.012787,4.479079,3,944
2.7194588,4.1241727,39,1000
1.4768,2.2546225,15,877
5.692964,6.8159213,21,1067
-2.770428,-2.617715,9,1965
5.5249968,0.4730045,29,1077
5.269694,9.448462,6,1882
3.9988248,2.990094,23,1460
2.2799687,4.945263,14,529
-0.51875526,8.093449,35,833
5.138415,3.1582272,17,1055
7.172685,4.2042665,1,1477
7.395689,3.6114357,1,362
9.907585,6.0685396,3,1037
0.5777545,6.0380397,4,1006
-0.13374704,4.9404364,18,345
5.9417834,3.3825755,1,1423
1.7769723,3.5936391,2,989
3.0325022,-1.3243104,0,1262
2.2795386,5.2775726,14,1059
9.5127125,-2.5826569,16,1288
2.2596097,5.209313,14,600
2.8253834,4.609304,14,614
0.53218806,6.800728,4,1343
6.1039896,-0.9911558,20,467
3.9571528,-1.3799866,0,1308
5.207963,2.6991403,17,1018
2.5315661,4.868341,14,1238
2.2475183,5.2096095,14,1392
3.4643843,3.5905275,23,1338
8.69536,2.0200632,11,1637
5.5447316,5.2239957,26,769
8.924629,3.5646904,60,826
9.465973,6.068078,3,380
9.142948,4.020043,8,709
6.8846855,5.7305746,46,562
5.352051,9.461156,6,894
5.383321,5.4318395,26,2343
1.0953258,6.922963,4,917
-0.4007543,9.791686,27,1000
1.6172357,2.845177,2,672
3.6608746,5.0095344,59,2003
7.2753043,2.9032502,41,1256
1.3297356,6.6426063,4,731
8.297186,4.3686285,8,2592
6.445531,3.2180464,1,325
2.6622777,-0.8290289,0,1101
9.300134,5.7296796,3,1371
2.566257,4.8541627,14,1677
-1.6608387,9.300561,19,988
5.368283,0.5034052,14,311
6.4934936,4.3965554,1,688
2.8516634,-0.9706857,0,455
-0.2513654,7.7454557,35,1108
2.4714415,7.679117,61,532
3.0698304,-0.7197883,0,1038
5.3069315,5.437341,26,1094
2.4952908,4.9373083,14,1433
2.486847,4.883617,14,579
9.037585,3.571554,60,2485
2.9712546,2.352746,2,980
5.2348194,2.7628849,17,1175
6.5483027,0.60627925,47,1738
9.440193,6.750523,3,1101
4.18782,-1.0678452,0,811
3.7480667,4.963474,59,1873
3.0964832,7.193183,42,1037
5.788868,-3.607732,36,876
1.7935883,8.377658,28,885
7.0714283,-2.9673429,4,1447
4.045802,-1.3848279,0,889
0.746133,6.679701,4,1515
3.2158966,-0.5991398,0,625
1.0509564,7.3756356,4,508
-1.9616907,9.763115,19,554
7.530636,3.4115596,1,302
2.5354,4.893688,14,1100
3.4688118,3.6529887,23,1087
6.041506,-0.8866986,20,640
9.060801,4.7019067,8,1272
9.43465,6.7770405,3,1422
5.056024,2.9474819,17,1016
9.880478,6.075159,3,1386
9.284507,5.883982,6,392
1.7863061,6.175214,4,1330
6.2274203,8.072021,20,1098
8.614105,4.1137695,8,923
6.490924,2.0771704,1,1247
5.0587473,2.7983124,17,375
9.3513155,7.116972,3,1193
4.577344,5.0099835,38,1305
2.5608368,5.9731827,54,1782
4.559973,-0.06886191,0,1041
3.6667266,3.3655825,23,782
4.78966,9.409479,6,1409
4.2123404,0.27629042,0,734
0.52844095,1.4052835,15,465
4.204195,4.721104,58,917
-2.9832835,-2.9363508,9,1009
9.521721,-2.6203938,16,898
6.422157,3.4926128,1,513
6.0047827,3.1954436,1,1636
